digit,M_connections,N_axons,T,N_positive_samples,Accuracy LR,Accuracy FF,Accuracy IF,Accuracy baseline,release probability,train_epochs,test_epochs
5,5,100,20,7000,93.92,91.53999999999999,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,20,64,92.84333333333333,91.07333333333332,90.67666666666668,89.9,0.5,15,3
3,5,100,10,256,94.73,90.64,90.60000000000001,89.9,1.0,15,3
3,5,100,40,5000,95.45,93.46,90.06,89.9,1.0,15,3
2,8,100,20,1024,95.54,94.42,91.8,89.68,1.0,15,3
6,5,100,60,7000,96.74000000000001,94.13,90.42,90.42,1.0,1,1
2,1,100,100,5000,95.43,89.68,89.68,89.68,1.0,1,1
3,3,100,20,2048,94.67333333333333,91.77,90.71000000000001,89.9,0.5,15,3
5,3,100,60,1024,93.47,92.07,91.08000000000001,91.08000000000001,1.0,15,3
3,5,100,20,128,94.28,90.10000000000001,90.38000000000001,89.9,1.0,15,3
8,1,100,20,5000,92.71000000000001,90.25999999999999,90.25999999999999,90.25999999999999,1.0,1,1
1,5,100,60,5000,98.16,94.45,88.64999999999999,88.64999999999999,1.0,15,3
3,5,100,20,1024,94.44,92.23333333333333,90.46,89.9,0.5,15,3
5,5,100,20,7000,93.8,91.61,91.09,91.08000000000001,1.0,1,1
7,8,100,20,2048,96.21666666666667,93.85,90.5,89.72,0.5,15,3
5,5,100,60,7000,93.13,92.27,91.08000000000001,91.08000000000001,1.0,1,1
0,5,100,50,7000,97.72999999999999,93.04,90.22,90.2,1.0,1,1
6,3,100,20,128,95.46333333333334,92.43666666666667,90.42333333333333,90.42,0.75,15,3
3,8,100,30,1024,94.56333333333333,92.71000000000001,90.28,89.9,0.5,15,3
1,1,100,40,5000,97.72,88.64999999999999,88.64999999999999,88.64999999999999,1.0,1,1
2,5,100,30,16,89.87333333333333,89.87333333333333,89.73666666666666,89.68,0.5,15,3
3,5,100,20,5000,95.45,93.02,91.18,89.9,1.0,15,3
2,1,100,20,4096,95.89,92.97,92.06,89.68,1.0,15,3
7,5,100,10,32,92.60666666666667,89.87,90.16333333333333,89.72,0.5,15,3
5,5,100,80,7000,93.45,92.29,91.08000000000001,91.08000000000001,1.0,1,1
0,2,100,40,1000,97.49,90.52,90.24,90.2,1.0,1,1
7,5,100,60,5000,96.89999999999999,95.07,89.72,89.72,1.0,15,3
0,5,100,20,7000,97.94,91.7,90.22,90.2,1.0,1,1
0,5,100,50,7000,97.81,93.58,90.23,90.2,1.0,1,1
4,5,100,10,16,90.98333333333333,90.25333333333333,90.64,90.18,0.5,15,3
7,5,100,50,5000,96.41999999999999,94.73,89.75999999999999,89.72,1.0,1,1
4,5,100,20,256,93.32666666666667,91.52333333333334,90.70666666666666,90.18,0.5,15,3
5,2,100,40,512,92.75,91.59,91.08000000000001,91.08000000000001,1.0,15,3
3,3,100,30,2048,95.26,92.62,90.27,89.9,1.0,15,3
3,3,100,10,2048,95.39999999999999,91.8,90.78,89.9,1.0,15,3
2,1,100,10,1024,95.56,92.17,92.02,89.68,1.0,15,3
1,5,100,20,7000,97.82,89.39,89.25,88.64999999999999,1.0,1,1
2,1,100,30,1024,95.34,92.08,91.18,89.68,1.0,15,3
0,5,100,20,5000,97.72999999999999,91.52,90.25999999999999,90.2,1.0,1,1
8,1,100,20,5000,93.47,90.25999999999999,90.25999999999999,90.25999999999999,1.0,15,3
5,5,100,60,7000,93.26,92.15,91.08000000000001,91.08000000000001,1.0,1,1
2,1,100,30,2048,95.48,91.73,91.18,89.68,1.0,15,3
7,5,100,30,7000,96.92,94.62,90.10000000000001,89.72,1.0,1,1
2,5,100,20,64,93.92,91.58,90.63,89.68,1.0,15,3
2,5,100,10,1024,95.59,93.28999999999999,91.62,89.68,1.0,15,3
4,5,100,60,7000,94.69999999999999,91.18,90.18,90.18,1.0,1,1
0,5,100,40,7000,97.72999999999999,93.41000000000001,90.2,90.2,1.0,1,1
0,5,100,40,5000,97.55,93.23,90.24,90.2,1.0,1,1
2,5,100,20,5000,95.15,94.03,91.93,89.68,1.0,1,1
4,8,100,20,2048,95.45,93.08,91.2,90.18,1.0,15,3
5,5,100,40,7000,93.58999999999999,92.38,91.08000000000001,91.08000000000001,1.0,1,1
7,5,100,40,1024,96.96000000000001,94.96,89.89,89.72,1.0,15,3
0,1,100,30,128,97.22,90.21000000000001,90.22,90.2,1.0,15,3
5,5,100,60,5000,93.58999999999999,92.94,91.08000000000001,91.08000000000001,1.0,15,3
5,5,100,40,5000,93.73,92.94,91.08000000000001,91.08000000000001,1.0,15,3
4,3,100,30,2048,94.92,92.46,90.47,90.18,1.0,15,3
7,2,100,20,2048,96.26333333333334,92.81666666666666,90.47666666666667,89.72,0.5,15,3
7,1,100,20,2048,97.1,92.0,90.48,89.72,1.0,15,3
3,8,100,20,4096,95.62,93.24,90.96,89.9,1.0,15,3
1,5,100,50,5000,97.65,93.07,88.64999999999999,88.64999999999999,1.0,1,1
7,1,100,40,5000,96.61999999999999,90.22,89.77000000000001,89.72,1.0,1,1
5,5,100,50,7000,93.46,92.75,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,40,5000,95.73,95.08,90.44,89.68,1.0,15,3
7,5,100,10,32,93.55,90.26666666666667,90.22333333333333,89.72,0.5,15,3
2,1,100,10,4096,94.49,91.27666666666666,91.00666666666667,89.68,0.5,15,3
3,5,100,40,7000,95.00999999999999,93.47999999999999,89.91,89.9,1.0,1,1
3,2,100,20,2048,94.53,91.06333333333333,90.5,89.9,0.5,15,3
2,3,100,50,64,93.42,90.01,89.72,89.68,1.0,15,3
4,5,100,30,1024,93.94333333333333,91.49333333333334,90.33,90.18,0.5,15,3
4,8,100,10,2048,93.81666666666668,91.36999999999999,90.66,90.18,0.5,15,3
4,2,100,30,4096,94.50666666666667,91.37666666666667,90.33666666666666,90.18,0.5,15,3
1,5,100,80,7000,97.91,93.69,88.64999999999999,88.64999999999999,1.0,1,1
6,5,100,20,5000,97.2,93.95,90.42,90.42,1.0,15,3
4,2,100,10,4096,93.58,91.14666666666666,90.72666666666666,90.18,0.5,15,3
7,5,100,20,16,91.64,91.48666666666668,90.64333333333333,89.72,0.5,15,3
3,5,100,10,16,92.60000000000001,89.96,89.9,89.9,1.0,15,3
4,2,100,30,2048,95.34,92.57,90.53,90.18,1.0,15,3
4,5,100,50,5000,94.99,92.86,90.18,90.18,1.0,15,3
3,5,100,80,7000,94.89999999999999,93.49,89.9,89.9,1.0,1,1
3,5,100,20,5000,95.56,93.26,90.72,89.9,1.0,15,3
7,3,100,50,256,94.0,92.0,89.72,89.72,0.25,15,3
0,5,100,10,7000,97.94,90.96,90.21000000000001,90.2,1.0,1,1
3,5,100,30,16,91.14,90.47,90.0,89.9,1.0,15,3
4,10,100,10,2048,95.46,92.29,91.27,90.18,1.0,15,3
3,5,100,20,7000,95.47,92.53,91.05,89.9,1.0,1,1
4,5,100,40,5000,95.15,92.74,90.3,90.18,1.0,15,3
2,10,100,30,1024,95.41,94.74000000000001,90.91,89.68,1.0,15,3
9,5,100,60,5000,92.95,92.44,89.91,89.91,1.0,15,3
9,5,100,100,5000,92.80000000000001,91.63,89.91,89.91,1.0,15,3
3,2,100,20,4096,94.59666666666666,91.41,90.68666666666667,89.9,0.5,15,3
0,5,100,50,7000,97.92,93.07,90.24,90.2,1.0,1,1
4,5,100,10,16,91.4,90.38000000000001,90.51,90.18,1.0,15,3
7,2,100,50,64,94.74333333333334,91.21000000000001,89.72666666666666,89.72,0.75,15,3
2,3,100,20,2048,95.13000000000001,93.71000000000001,91.23666666666666,89.68,0.5,15,3
9,5,100,80,5000,93.15,92.06,89.91,89.91,1.0,15,3
1,5,100,20,5000,98.19,89.85,89.28,88.64999999999999,1.0,15,3
3,5,100,50,7000,95.03,93.54,89.9,89.9,1.0,1,1
2,1,100,30,2048,94.93666666666667,90.92,90.70666666666666,89.68,0.5,15,3
0,5,100,80,7000,97.85000000000001,91.92,90.2,90.2,1.0,1,1
3,5,100,10,7000,95.14,91.62,91.0,89.9,1.0,1,1
3,5,100,50,7000,94.74000000000001,93.72,89.9,89.9,1.0,1,1
4,2,100,30,2048,94.46,91.27,90.32,90.18,0.5,15,3
3,10,100,30,1024,94.25333333333333,92.66,90.21666666666667,89.9,0.5,15,3
1,5,100,20,5000,98.28,90.36999999999999,89.25,88.64999999999999,1.0,15,3
4,5,100,30,32,92.55,90.34,90.21000000000001,90.18,1.0,15,3
3,3,100,10,1024,95.48,91.47999999999999,90.79,89.9,1.0,15,3
4,3,100,10,4096,93.67666666666666,91.50333333333333,90.69,90.18,0.5,15,3
7,3,100,80,32,94.17999999999999,89.86,89.72,89.72,1.0,15,3
3,1,100,30,2048,94.61,90.27,90.31333333333333,89.9,0.5,15,3
6,5,100,50,5000,96.84,95.21,90.42,90.42,1.0,15,3
2,1,100,30,4096,95.18666666666667,90.95,90.54333333333334,89.68,0.5,15,3
4,5,100,20,1024,95.35,92.49000000000001,91.11,90.18,1.0,15,3
3,2,100,20,2048,95.61,92.19000000000001,91.02,89.9,1.0,15,3
2,2,100,10,1024,95.62,93.89,91.8,89.68,1.0,15,3
3,5,100,20,32,92.44,90.02,89.9,89.9,1.0,15,3
9,3,100,20,512,92.22,90.03,89.91,89.91,1.0,15,3
7,5,100,30,7000,96.83,94.61,90.16,89.72,1.0,1,1
7,5,100,20,5000,97.22,94.96,90.75,89.72,1.0,15,3
2,5,100,30,16,90.05666666666666,90.88333333333334,89.78666666666668,89.68,0.5,15,3
4,5,100,100,5000,95.62,90.99000000000001,90.18,90.18,1.0,15,3
5,5,100,40,1024,93.21000000000001,92.75,91.08000000000001,91.08000000000001,1.0,15,3
4,5,100,40,7000,95.08,92.12,90.19,90.18,1.0,1,1
6,5,100,40,1024,96.83,94.48,90.42,90.42,1.0,15,3
3,5,100,40,7000,95.0,93.72,89.92,89.9,1.0,1,1
2,5,100,60,5000,95.87,94.83,89.75,89.68,1.0,15,3
4,3,100,20,1024,95.24000000000001,93.0,91.42,90.18,1.0,15,3
1,5,100,10,5000,98.28,89.25999999999999,89.42,88.64999999999999,1.0,15,3
3,5,100,30,2048,95.17999999999999,93.01,90.42,89.9,1.0,15,3
3,5,100,40,7000,94.83,93.60000000000001,89.92999999999999,89.9,1.0,1,1
4,5,100,40,5000,95.61,93.22,90.24,90.18,1.0,15,3
3,2,100,20,4096,95.5,92.02,90.98,89.9,1.0,15,3
3,3,100,30,1024,95.13000000000001,92.73,90.59,89.9,1.0,15,3
5,5,100,40,512,92.58,92.29666666666667,91.08000000000001,91.08000000000001,0.5,15,3
7,10,100,40,256,96.13000000000001,93.14,89.92,89.72,1.0,15,3
4,1,100,30,2048,95.39,90.94,90.53999999999999,90.18,1.0,15,3
2,1,100,30,2048,95.67,91.61,91.38,89.68,1.0,15,3
4,5,100,40,1024,95.3,92.66,90.29,90.18,1.0,15,3
4,5,100,100,5000,95.08,91.06,90.18,90.18,1.0,15,3
5,5,100,100,7000,93.47,91.67999999999999,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,30,1024,94.91000000000001,92.75,90.64999999999999,89.9,1.0,15,3
7,2,100,20,2048,96.92,94.08999999999999,90.63,89.72,1.0,15,3
3,5,100,30,7000,95.14,93.14,90.64999999999999,89.9,1.0,1,1
2,1,100,20,2048,95.69,92.64,91.84,89.68,1.0,15,3
2,8,100,30,1024,94.88333333333333,94.04666666666667,90.53,89.68,0.5,15,3
2,1,100,10,2048,94.58,91.35333333333332,91.09333333333333,89.68,0.5,15,3
9,5,100,30,5000,93.10000000000001,91.61,89.92999999999999,89.91,1.0,15,3
2,1,100,30,2048,95.52000000000001,91.47999999999999,91.11,89.68,1.0,15,3
2,5,100,20,256,93.70333333333333,93.20666666666668,90.96,89.68,0.5,15,3
2,5,100,20,128,94.44,91.14999999999999,91.60000000000001,89.68,1.0,15,3
0,1,100,100,5000,98.00999999999999,90.2,90.2,90.2,1.0,1,1
4,2,100,30,2048,95.32000000000001,91.91,90.53,90.18,1.0,15,3
2,5,100,40,7000,95.09,94.92,90.24,89.68,1.0,1,1
2,3,100,30,4096,95.04333333333334,93.93666666666667,90.58333333333334,89.68,0.5,15,3
2,2,100,20,4096,95.88,94.38,91.94,89.68,1.0,15,3
3,3,100,30,2048,94.64333333333333,92.4,90.25333333333333,89.9,0.5,15,3
4,5,100,10,1024,95.27,91.91,91.33,90.18,1.0,15,3
3,5,100,30,16,90.12666666666667,89.92,89.90333333333334,89.9,0.5,15,3
2,5,100,20,16,90.23,90.53666666666666,90.46666666666667,89.68,0.5,15,3
2,2,100,10,4096,95.94,94.08,92.14,89.68,1.0,15,3
3,5,100,30,16,90.35333333333332,90.03333333333333,89.92999999999999,89.9,0.5,15,3
6,5,100,50,7000,96.75,94.77,90.42,90.42,1.0,1,1
8,5,100,100,128,91.57,90.27,90.25999999999999,90.25999999999999,1.0,15,3
4,5,100,30,2048,95.15,93.24,90.66,90.18,1.0,15,3
4,3,100,30,1024,93.93666666666667,91.73333333333333,90.45,90.18,0.5,15,3
2,2,100,20,2048,95.12666666666667,93.13,91.13,89.68,0.5,15,3
2,5,100,40,5000,95.8,95.54,90.47,89.68,1.0,15,3
3,8,100,10,4096,95.48,92.25999999999999,90.99000000000001,89.9,1.0,15,3
3,5,100,100,7000,95.08,91.96,89.9,89.9,1.0,1,1
7,5,100,30,256,96.15,93.12,90.05,89.72,1.0,15,3
9,5,100,100,7000,92.56,91.32000000000001,89.91,89.91,1.0,1,1
3,5,100,30,128,93.86,90.31,90.45,89.9,1.0,15,3
7,5,100,10,5000,97.32,94.01,91.11,89.72,1.0,15,3
3,5,100,20,7000,95.33,92.72,91.12,89.9,1.0,1,1
5,5,100,60,5000,93.95,92.75999999999999,91.08000000000001,91.08000000000001,1.0,15,3
5,5,100,40,5000,93.42,92.21000000000001,91.08000000000001,91.08000000000001,1.0,1,1
2,1,100,30,2048,95.23,91.52,91.14,89.68,1.0,15,3
9,5,100,40,1024,92.36,91.75,89.95,89.91,1.0,15,3
3,5,100,10,16,92.31,89.9,89.98,89.9,1.0,15,3
3,5,100,20,1024,94.77666666666667,92.08333333333333,90.70333333333333,89.9,0.5,15,3
1,5,100,60,5000,97.99,94.33,88.64999999999999,88.64999999999999,1.0,15,3
7,5,100,20,16,92.48666666666666,90.79,89.93333333333334,89.72,0.5,15,3
9,5,100,40,5000,93.0,92.57,89.94,89.91,1.0,15,3
2,10,100,30,4096,96.03,94.97,91.11,89.68,1.0,15,3
4,1,100,30,2048,94.23333333333333,90.45666666666666,90.42999999999999,90.18,0.5,15,3
7,5,100,10,64,94.55666666666667,91.23666666666666,90.57333333333332,89.72,0.5,15,3
3,5,100,20,1024,94.62,91.93666666666667,90.71000000000001,89.9,0.5,15,3
3,5,100,20,7000,95.24000000000001,92.5,91.05,89.9,1.0,1,1
5,5,100,60,7000,93.69,92.52,91.08000000000001,91.08000000000001,1.0,1,1
2,5,100,80,5000,95.95,93.08,89.69,89.68,1.0,15,3
3,5,100,100,5000,95.19999999999999,93.25,89.9,89.9,1.0,15,3
2,5,100,20,128,92.95,92.82666666666667,91.00333333333333,89.68,0.5,15,3
3,5,100,100,5000,95.00999999999999,92.85,89.9,89.9,1.0,1,1
7,5,100,60,7000,96.77,94.88,89.73,89.72,1.0,1,1
4,2,100,10,1024,93.76333333333334,91.23333333333333,90.71666666666667,90.18,0.5,15,3
0,5,100,30,5000,97.98,92.91,90.28,90.2,1.0,15,3
3,5,100,30,7000,95.26,93.30000000000001,90.88000000000001,89.9,1.0,1,1
2,5,100,10,64,92.57666666666667,90.97666666666666,90.31666666666666,89.68,0.5,15,3
4,5,100,20,5000,94.85,92.42,91.03999999999999,90.18,1.0,1,1
5,5,100,100,7000,93.38,91.60000000000001,91.08000000000001,91.08000000000001,1.0,1,1
9,5,100,80,5000,92.99,92.01,89.91,89.91,1.0,15,3
9,5,100,40,1024,92.93,92.17999999999999,89.92,89.91,1.0,15,3
2,5,100,60,7000,95.09,93.78999999999999,89.7,89.68,1.0,1,1
0,5,100,40,5000,98.07000000000001,92.61,90.2,90.2,1.0,15,3
8,5,100,40,7000,93.11,91.47999999999999,90.25999999999999,90.25999999999999,1.0,1,1
4,5,100,60,5000,95.12,92.36999999999999,90.18,90.18,1.0,15,3
4,5,100,60,7000,94.93,91.63,90.18,90.18,1.0,1,1
9,5,100,50,7000,92.58,92.25,89.91,89.91,1.0,1,1
4,2,100,10,2048,93.94666666666667,91.42333333333333,90.67666666666668,90.18,0.5,15,3
6,5,100,30,1024,96.49,94.38333333333333,90.42,90.42,0.75,15,3
3,5,100,10,7000,95.15,91.84,91.03999999999999,89.9,1.0,1,1
2,5,100,20,512,94.35666666666667,93.32333333333334,91.0,89.68,0.5,15,3
3,3,100,30,1024,95.14,92.45,90.48,89.9,1.0,15,3
2,1,100,80,5000,95.16,89.68,89.68,89.68,1.0,1,1
3,5,100,30,1024,95.12,93.0,90.47,89.9,1.0,15,3
3,5,100,10,16,90.89333333333333,90.13333333333333,90.10666666666667,89.9,0.5,15,3
6,5,100,100,7000,97.03,92.36999999999999,90.42,90.42,1.0,1,1
3,2,100,80,1024,94.91000000000001,91.74,89.9,89.9,1.0,15,3
1,10,100,80,16,94.84,88.64999999999999,88.64999999999999,88.64999999999999,1.0,15,3
4,8,100,20,2048,95.91,93.44,91.16,90.18,1.0,15,3
2,1,100,30,4096,95.11333333333334,91.10333333333334,90.59333333333333,89.68,0.5,15,3
1,5,100,20,7000,97.98,89.63,89.33,88.64999999999999,1.0,1,1
5,5,100,100,7000,93.28,91.89,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,50,7000,95.0,93.39,89.9,89.9,1.0,1,1
3,5,100,20,16,90.91,90.22,89.9,89.9,1.0,15,3
9,5,100,40,128,91.10000000000001,89.92,89.91,89.91,1.0,15,3
2,5,100,20,256,94.08999999999999,93.15,90.97,89.68,0.5,15,3
2,1,100,30,1024,94.61,90.93,90.59,89.68,0.5,15,3
2,5,100,30,5000,95.78,95.11,90.96,89.68,1.0,15,3
3,2,100,30,6131,95.28,92.60000000000001,90.61,89.9,1.0,3,3
4,5,100,20,7000,95.53,92.78,91.25999999999999,90.18,1.0,1,1
5,5,100,10,7000,93.69,91.12,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,10,16,90.57,89.97,90.11,89.9,0.5,15,3
7,5,100,20,128,94.93,92.42333333333333,90.35333333333332,89.72,0.5,15,3
6,5,100,20,5000,96.77,93.63,90.42,90.42,1.0,1,1
7,5,100,10,1024,96.11333333333333,92.75333333333333,90.72666666666666,89.72,0.5,15,3
5,5,100,60,7000,93.37,92.12,91.08000000000001,91.08000000000001,1.0,1,1
8,5,100,30,5000,92.66,90.64,90.25999999999999,90.25999999999999,1.0,1,1
2,5,100,40,5000,95.67999999999999,95.07,90.42999999999999,89.68,1.0,15,3
4,2,100,10,2048,93.65666666666667,91.23666666666666,90.7,90.18,0.5,15,3
4,1,100,30,512,92.68333333333332,90.21333333333334,90.21666666666667,90.18,0.25,15,3
2,10,100,20,2048,95.46,94.78999999999999,91.89,89.68,1.0,15,3
0,5,100,40,5000,98.0,93.31,90.25999999999999,90.2,1.0,15,3
7,5,100,30,1024,96.26,93.94,90.20666666666666,89.72,0.5,15,3
3,8,100,20,2048,94.74000000000001,92.32000000000001,90.58,89.9,0.5,15,3
6,10,100,60,64,93.58666666666666,92.11333333333333,90.42,90.42,0.5,15,3
6,5,100,20,5000,96.61999999999999,93.5,90.42,90.42,1.0,1,1
3,1,100,60,5000,94.64,89.91,89.9,89.9,1.0,1,1
6,5,100,80,7000,96.92,93.08999999999999,90.42,90.42,1.0,1,1
5,5,100,80,7000,93.22,92.4,91.08000000000001,91.08000000000001,1.0,1,1
7,5,100,60,7000,96.63000000000001,94.71000000000001,89.72,89.72,1.0,1,1
4,3,100,30,4096,94.54,91.76666666666667,90.41,90.18,0.5,15,3
7,1,100,20,512,94.87,90.11,90.12,89.72,0.25,15,3
2,5,100,10,256,95.05,91.27,91.79,89.68,1.0,15,3
3,5,100,30,256,93.50333333333334,91.60000000000001,90.10000000000001,89.9,0.5,15,3
7,1,100,30,5000,96.63000000000001,90.71000000000001,90.16,89.72,1.0,1,1
3,5,100,40,7000,95.1,93.57,89.92,89.9,1.0,1,1
3,5,100,40,5000,95.36,93.49,90.16999999999999,89.9,1.0,15,3
2,5,100,60,7000,94.89,93.67999999999999,89.68,89.68,1.0,1,1
1,5,100,40,7000,97.96000000000001,92.28,88.64999999999999,88.64999999999999,1.0,1,1
3,1,100,50,5000,94.94,89.96,89.9,89.9,1.0,1,1
1,3,100,50,128,96.29333333333334,89.44,88.64999999999999,88.64999999999999,0.5,15,3
3,2,100,10,2048,94.41666666666667,90.79333333333334,90.53999999999999,89.9,0.5,15,3
8,5,100,50,7000,92.4,91.11,90.25999999999999,90.25999999999999,1.0,1,1
7,5,100,20,5000,97.22,95.00999999999999,90.53999999999999,89.72,1.0,15,3
2,3,100,10,4096,95.74000000000001,94.02000000000001,91.77,89.68,1.0,15,3
3,8,100,10,1024,95.25,92.04,91.09,89.9,1.0,15,3
4,5,100,100,7000,94.83,90.56,90.18,90.18,1.0,1,1
6,5,100,40,1024,96.84,94.45,90.42,90.42,1.0,15,3
3,5,100,30,16,90.36333333333333,90.30333333333334,89.92999999999999,89.9,0.5,15,3
7,5,100,60,7000,97.03,94.97,89.72,89.72,1.0,1,1
3,5,100,20,1024,94.67,92.01333333333334,90.66,89.9,0.5,15,3
6,2,100,60,64,93.58333333333333,91.54666666666667,90.42,90.42,0.5,15,3
3,1,100,40,5000,94.97,90.18,90.03,89.9,1.0,1,1
4,1,100,80,5000,94.99,90.19,90.18,90.18,1.0,1,1
4,5,100,10,32,91.61333333333333,90.25666666666666,90.38666666666667,90.18,0.5,15,3
4,1,100,20,5000,94.94,91.12,90.98,90.18,1.0,1,1
4,2,100,20,2048,94.43333333333334,91.68333333333332,90.9,90.18,0.5,15,3
4,10,100,20,2048,95.35,92.96,91.14999999999999,90.18,1.0,15,3
8,2,100,20,256,92.58,90.29,90.25999999999999,90.25999999999999,1.0,15,3
4,5,100,30,5000,95.28,93.07,90.79,90.18,1.0,15,3
3,5,100,20,5000,95.28999999999999,92.91,90.71000000000001,89.9,1.0,15,3
6,5,100,30,5000,97.02,94.75,90.42,90.42,1.0,15,3
4,5,100,20,32,91.30333333333334,90.30333333333334,90.41,90.18,0.5,15,3
6,5,100,40,7000,96.75,94.66,90.42,90.42,1.0,1,1
2,2,100,20,2048,95.69,94.32000000000001,92.04,89.68,1.0,15,3
5,5,100,60,7000,93.43,92.34,91.08000000000001,91.08000000000001,1.0,1,1
3,5,100,30,6131,95.63000000000001,93.67,90.44,89.9,1.0,3,3
2,2,100,30,4096,95.20666666666666,93.31,90.77,89.68,0.5,15,3
2,3,100,30,1024,94.81333333333333,93.58,90.65666666666667,89.68,0.5,15,3
2,3,100,30,2048,95.33,94.77,91.02,89.68,1.0,15,3
3,5,100,40,5000,95.08,94.08999999999999,90.09,89.9,1.0,15,3
1,1,100,20,32,94.90333333333332,88.64999999999999,88.64999999999999,88.64999999999999,0.5,15,3
6,10,100,100,256,96.09,92.75999999999999,90.42,90.42,1.0,15,3
2,5,100,10,1024,95.30999999999999,93.67999999999999,91.75999999999999,89.68,1.0,15,3
3,5,100,20,256,93.78999999999999,91.62,90.49333333333334,89.9,0.5,15,3
2,5,100,10,32,91.51666666666667,90.16999999999999,90.2,89.68,0.5,15,3
3,10,100,20,4096,95.47,93.46,91.14,89.9,1.0,15,3
7,5,100,50,7000,96.85000000000001,94.89,89.74,89.72,1.0,1,1
3,5,100,10,1024,95.27,91.58,90.86,89.9,1.0,15,3
3,3,100,40,128,91.69,91.2,89.91333333333333,89.9,0.25,15,3
4,1,100,20,5000,94.65,91.23,91.3,90.18,1.0,1,1
0,5,100,30,5000,98.00999999999999,92.58,90.27,90.2,1.0,15,3
4,1,100,10,2048,95.53,91.81,91.31,90.18,1.0,15,3
3,5,100,40,7000,95.02000000000001,93.17,89.97,89.9,1.0,1,1
6,5,100,20,5000,96.93,94.32000000000001,90.42,90.42,1.0,15,3
5,1,100,10,5000,92.49666666666667,91.08000000000001,91.08000000000001,91.08000000000001,0.5,15,3
8,5,100,60,5000,92.93,91.33,90.25999999999999,90.25999999999999,1.0,15,3
2,5,100,10,128,93.36,91.33,90.86,89.68,0.5,15,3
5,5,100,10,5000,94.0,91.47,91.08000000000001,91.08000000000001,1.0,15,3
3,5,100,10,32,92.01666666666667,89.96,90.03,89.9,0.5,15,3
3,1,100,20,4096,95.61,90.97,90.85,89.9,1.0,15,3
3,5,100,50,7000,94.77,93.65,89.9,89.9,1.0,1,1
5,5,100,40,1024,93.21000000000001,92.32000000000001,91.08000000000001,91.08000000000001,1.0,15,3
4,2,100,20,1024,95.19999999999999,92.69,91.08000000000001,90.18,1.0,15,3
6,5,100,50,7000,96.77,94.57,90.42,90.42,1.0,1,1
1,5,100,20,5000,98.2,89.37,89.42,88.64999999999999,1.0,15,3
3,5,100,30,128,93.30666666666667,91.33333333333333,90.24333333333333,89.9,0.5,15,3
3,5,100,20,16,90.66,89.99000000000001,89.9,89.9,1.0,15,3
9,10,100,60,64,89.96333333333332,90.15333333333334,89.91,89.91,0.25,15,3
4,5,100,80,7000,94.8,90.79,90.18,90.18,1.0,1,1
4,5,100,30,16,90.59,90.36,90.22,90.18,1.0,15,3
3,5,100,40,5000,95.07,93.83,90.09,89.9,1.0,15,3
6,5,100,10,5000,96.93,92.88,90.42,90.42,1.0,15,3
4,10,100,10,2048,95.28999999999999,92.32000000000001,91.53999999999999,90.18,1.0,15,3
7,5,100,10,16,93.67999999999999,91.71000000000001,91.03,89.72,1.0,15,3
7,5,100,20,7000,96.89999999999999,94.45,91.02,89.72,1.0,1,1
6,10,100,10,32,93.60333333333334,90.51333333333334,90.42,90.42,0.5,15,3
2,5,100,20,64,92.23666666666666,92.24,90.80333333333334,89.68,0.5,15,3
2,5,100,20,32,92.82000000000001,91.55,90.25,89.68,1.0,15,3
3,2,100,30,1024,95.34,92.19000000000001,90.35,89.9,1.0,15,3
1,5,100,40,5000,98.05,93.11,88.64999999999999,88.64999999999999,1.0,15,3
3,5,100,20,256,94.64,91.34,90.55,89.9,1.0,15,3
2,5,100,10,1024,94.68666666666667,92.97,91.00666666666667,89.68,0.5,15,3
3,5,100,20,7000,95.45,92.46,91.36,89.9,1.0,1,1
7,5,100,10,16,94.59,91.36999999999999,90.36,89.72,1.0,15,3
2,1,100,20,5000,95.59,92.10000000000001,92.0,89.68,1.0,1,1
3,5,100,50,7000,94.92,93.8,89.92,89.9,1.0,1,1
4,10,100,30,2048,95.28,92.84,90.66,90.18,1.0,15,3
2,5,100,10,16,91.52666666666667,90.06,90.45333333333333,89.68,0.5,15,3
3,5,100,20,4096,95.56,92.71000000000001,91.0,89.9,1.0,15,3
7,1,100,20,2048,96.26666666666667,91.05,90.41,89.72,0.5,15,3
7,3,100,20,2048,96.03,93.30333333333334,90.46,89.72,0.5,15,3
4,5,100,30,16,90.25333333333333,90.22666666666666,90.20333333333333,90.18,0.5,15,3
3,5,100,10,16,91.61333333333333,89.94666666666666,89.97,89.9,0.5,15,3
7,5,100,10,256,95.75,92.12,90.48666666666666,89.72,0.5,15,3
0,3,100,50,2048,97.83,91.7,90.23,90.2,1.0,15,3
1,5,100,40,1024,97.99,92.17999999999999,88.64999999999999,88.64999999999999,1.0,15,3
7,5,100,30,256,96.2,92.54,90.41,89.72,1.0,15,3
2,5,100,60,7000,95.38,93.62,89.68,89.68,1.0,1,1
4,5,100,10,32,92.69,91.36999999999999,91.22,90.18,1.0,15,3
0,5,100,20,7000,97.96000000000001,92.04,90.21000000000001,90.2,1.0,1,1
